,Train Loss,Validation Loss
0,0.2549798786640167,0.36302030086517334
1,0.36043867468833923,0.34610888361930847
2,0.33246949315071106,0.4639921188354492
3,0.40740668773651123,0.26561999320983887
4,0.316214382648468,0.311846524477005
5,0.2889213562011719,0.16506469249725342
6,0.23605886101722717,0.2932482659816742
7,0.18139946460723877,0.408027708530426
8,0.18444034457206726,0.26218730211257935
9,0.22619865834712982,0.319902628660202
10,0.2012004554271698,0.26097896695137024
11,0.2593002915382385,0.25138169527053833
12,0.06668680161237717,0.14671678841114044
13,0.11724217981100082,0.13574130833148956
14,0.04624219238758087,0.059321410953998566
15,0.09331680834293365,0.06255698204040527
16,0.06434974074363708,0.028190825134515762
17,0.02202470973134041,0.06801919639110565
18,0.03312736377120018,0.05425028130412102
19,0.015538058243691921,0.09032903611660004
20,0.035570185631513596,0.042069222778081894
21,0.014383065514266491,0.11035537719726562
22,0.030054038390517235,0.026520729064941406
23,0.03853481262922287,0.019147507846355438
24,0.02497847005724907,0.022829394787549973
25,0.004796594846993685,0.02081730030477047
26,0.019179677590727806,0.016031993553042412
27,0.020917151123285294,0.025431744754314423
28,0.023560769855976105,0.05034617707133293
29,0.011494120582938194,0.028421124443411827
30,0.013400742784142494,0.010234023444354534
31,0.009229108691215515,0.014726268127560616
32,0.07432307302951813,0.06932459026575089
33,0.03156280890107155,0.03698001801967621
34,0.023825455456972122,0.021116524934768677
35,0.02192298136651516,0.02183583378791809
36,0.016543332487344742,0.06751149892807007
37,0.014250941574573517,0.01799190044403076
38,0.02036314830183983,0.017825331538915634
39,0.0020487247966229916,0.017117924988269806
40,0.02550622448325157,0.059887975454330444
41,0.019421175122261047,0.018321190029382706
42,0.04408637806773186,0.024471677839756012
43,0.014844185672700405,0.017633913084864616
44,0.03609054535627365,0.024182748049497604
45,0.028203845024108887,0.036296434700489044
46,0.03211360424757004,0.027010127902030945
47,0.026374541223049164,0.005491466727107763
48,0.10006855428218842,0.0022454061545431614
49,0.020549532026052475,0.057654689997434616
50,0.022861134260892868,0.011171138845384121
51,0.01268838532269001,0.016854962334036827
52,0.04494364187121391,0.05228760838508606
53,0.023028641939163208,0.05473984032869339
54,0.009289896115660667,0.014419455081224442
55,0.045611828565597534,0.019034331664443016
56,0.011434994637966156,0.033033665269613266
57,0.010427399538457394,0.05869423970580101
58,0.06825622916221619,0.04704468697309494
59,0.031470876187086105,0.06647957861423492
60,0.05992605909705162,0.01296829991042614
61,0.003618859453126788,0.02223305031657219
62,0.023445820435881615,0.05501334369182587
63,0.0074296072125434875,0.016973786056041718
64,0.048009686172008514,0.01007260475307703
65,0.014667893759906292,0.010392840951681137
66,0.025734402239322662,0.0032405524980276823
67,0.013642124831676483,0.05922628939151764
68,0.07294291257858276,0.04544731602072716
69,0.014291176572442055,0.016887854784727097
70,0.037535782903432846,0.04835396632552147
71,0.010039079003036022,0.019701706245541573
72,0.015246856957674026,0.009610189124941826
73,0.10772483050823212,0.03294510394334793
74,0.014167125336825848,0.021274231374263763
75,0.031015669927001,0.014614309184253216
76,0.012673775665462017,0.037721000611782074
77,0.015343256294727325,0.01732516661286354
78,0.016150029376149178,0.006068480666726828
79,0.013501944951713085,0.03786478936672211
80,0.007922768592834473,0.056887369602918625
81,0.009560199454426765,0.011495817452669144
82,0.05634862929582596,0.013815428130328655
83,0.021848030388355255,0.029594097286462784
84,0.0394962914288044,0.00633204635232687
85,0.02458949014544487,0.007284241728484631
86,0.029832467436790466,0.03251470997929573
87,0.011521830223500729,0.10325615108013153
88,0.0280144140124321,0.012746786698698997
89,0.014744667336344719,0.013259926810860634
90,0.016147276386618614,0.011939296498894691
91,0.023523949086666107,0.015334896743297577
92,0.003170349169522524,0.02822810783982277
93,0.058542706072330475,0.03345441073179245
94,0.06836505979299545,0.008444169536232948
95,0.030593890696763992,0.0050903744995594025
96,0.011882133781909943,0.031625498086214066
97,0.0723111554980278,0.0934947282075882
98,0.020521285012364388,0.009456402622163296
99,0.03090079501271248,0.04865121841430664
100,0.061891790479421616,0.011472589336335659
101,0.015443490818142891,0.0026559247635304928
102,0.04864661023020744,0.015344275161623955
103,0.01201537624001503,0.007117459084838629
104,0.004863485228270292,0.005564184859395027
