,Train Loss,Validation Loss
0,0.1705717737994977,0.16807149449984232
1,0.169452436824343,0.16739396055539446
2,0.16824276278268052,0.16511087218920392
3,0.16723148724926046,0.16542589962482454
4,0.16603393207735093,0.16510271926720937
5,0.16492732180588277,0.1619808336098989
6,0.16392205700055876,0.15916573802630105
7,0.16274068426730026,0.15968903998533884
8,0.16171477668320955,0.15820405582586922
9,0.16065306383282388,0.15682123204072315
10,0.15946703393067893,0.15528424084186554
11,0.1584522899851871,0.15493274430433907
12,0.15741735585589905,0.15427516798178353
13,0.15622111754630924,0.1525895456473033
14,0.15507924178643018,0.1536855697631836
15,0.15395766007366463,0.15166737139225006
16,0.1529608188725229,0.1503280888001124
17,0.15164246688138194,0.14908349017302194
18,0.15067765828388843,0.14897681772708893
19,0.14939915488904984,0.14758036533991498
20,0.14836613211169172,0.14589799443880716
21,0.1469648296930897,0.1458100696404775
22,0.14592799722258723,0.1429955621560415
23,0.14471292440126188,0.1427873303492864
24,0.14378473852107773,0.14234831035137177
25,0.14234749639212196,0.14042532642682393
26,0.14118809886832734,0.13961949547131858
27,0.1399739896183583,0.13811933795611062
28,0.1386344716397684,0.13735563705364864
29,0.13748528852836409,0.13409604579210282
30,0.13623431024711521,0.13360232015450796
31,0.1349277766560441,0.13271758705377576
32,0.1336740423271905,0.1322706495722135
33,0.13249933230343144,0.13175097107887268
34,0.13113947613025778,0.12926940619945526
35,0.12986703250390377,0.12883457839488982
36,0.12845596315255806,0.1274752661585808
37,0.12713674945172973,0.125062170624733
38,0.12598301614843205,0.12456809381643931
39,0.1244569752198547,0.12522377868493398
40,0.12327143349754274,0.12216979265213011
41,0.12188145718467769,0.12152847101291023
42,0.12059737185933694,0.1198327327768008
43,0.1194281254464121,0.11854786972204846
44,0.1181916329842895,0.11874681462844211
45,0.1170320306251298,0.11631774753332136
46,0.11575171562717924,0.11418310155471165
47,0.11432750211722813,0.11559432645638784
48,0.11314746626277467,0.11381528079509737
49,0.11184734317348963,0.11188188890616098
50,0.11080356909712749,0.11020553708076478
51,0.1097973657410537,0.10946967303752898
52,0.10868154632956233,0.10938293238480884
53,0.10766646377186277,0.10722218503554662
54,0.10668482620324661,0.10722719232241312
55,0.10560905833297701,0.10596225261688232
56,0.10457291865526741,0.10547036081552506
57,0.10369002785700471,0.10315802693367003
